model,average_rank
meteor_google,2.5483333333333333
meteor_chatgpt_p1,2.9166666666666665
meteor_maritaca_p1,3.59
meteor_chatgpt_p2,3.86
meteor_maritaca_p2,3.9816666666666665
meteor_marianmt_pt,5.19
meteor_mbart_pt,5.956666666666667
meteor_openrnn_opus,7.956666666666667
