model,average_rank
bartscore_maritaca_p2,3.2325581395348837
bartscore_google,3.3122923588039868
bartscore_maritaca_p1,3.737541528239203
bartscore_chatgpt_p2,3.870431893687708
bartscore_chatgpt_p1,3.9435215946843853
bartscore_marianmt_pt,4.74750830564784
bartscore_mbart_pt,5.212624584717608
bartscore_openrnn_opus,7.943521594684386
