poema_id,bertscore_openrnn_opus,bertscore_openrnn_ft,bertscore_marianmt_pt,bertscore_marianmt_ft,bertscore_mbart_pt,bertscore_mbart_ft,bertscore_google,bertscore_chatgpt_p1,bertscore_chatgpt_p2,bertscore_maritaca_p1,bertscore_maritaca_p2
162,0.5588896870613098,,0.7657586336135864,,0.7322946786880493,,0.777103066444397,0.7571001648902893,0.7301952838897705,0.7589097619056702,0.7449797987937927
163,0.583834171295166,,0.721756100654602,,0.7207345366477966,,0.7371283769607544,0.7388482093811035,0.7256799936294556,0.7417007088661194,0.7522813081741333
164,0.555145263671875,,0.7776535153388977,,0.7767658829689026,,0.8223803639411926,0.8186380863189697,0.8107641339302063,0.8240769505500793,0.8187552690505981
165,0.5519737601280212,,0.6313380002975464,,0.7102019786834717,,0.7351861596107483,0.7296857833862305,0.7327181100845337,0.7206617593765259,0.7287713289260864
166,0.549665093421936,,0.7061651945114136,,0.7281623482704163,,0.7663311958312988,0.7535620927810669,0.7620971202850342,0.7690408229827881,0.7745890021324158
167,0.5100634098052979,,0.7259063124656677,,0.735560417175293,,0.7260897755622864,0.7137575745582581,0.6942172050476074,0.730785608291626,0.7187799215316772
168,0.5507654547691345,,0.7175467610359192,,0.7230260968208313,,0.7337723970413208,0.7312401533126831,0.7310097813606262,0.7371464371681213,0.7458617687225342
169,0.560549795627594,,0.7375519275665283,,0.739310085773468,,0.754075825214386,0.7561869621276855,0.7546575665473938,0.7523340582847595,0.7603378295898438
170,0.5536187887191772,,0.751329243183136,,0.7289682626724243,,0.7439521551132202,0.7238742113113403,0.7359071373939514,0.7429222464561462,0.7138254642486572
171,0.5651282668113708,,0.6902548670768738,,0.6954420804977417,,0.7057765126228333,0.6960100531578064,0.6941267251968384,0.6960136890411377,0.6975895166397095
172,0.588979184627533,,0.7114390730857849,,0.7218980193138123,,0.7298469543457031,0.7203876972198486,0.7093923687934875,0.7207413911819458,0.7156721353530884
173,0.5200225114822388,,0.7136828899383545,,0.707301914691925,,0.7155251502990723,0.7344465255737305,0.7191184759140015,0.7179425358772278,0.7194526791572571
174,0.5621082186698914,,0.7530108094215393,,0.7406582236289978,,0.7730817794799805,0.7788302898406982,0.7773984670639038,0.7773565053939819,0.7944008708000183
175,0.5712372660636902,,0.7510956525802612,,0.7498895525932312,,0.777313232421875,0.7760991454124451,0.7836347818374634,0.7628262639045715,0.7841981649398804
