poema_id,bleu_openrnn_opus,meteor_openrnn_opus,bertscore_openrnn_opus,bartscore_openrnn_opus,bleu_openrnn_ft,meteor_openrnn_ft,bertscore_openrnn_ft,bartscore_openrnn_ft,bleu_marianmt_pt,meteor_marianmt_pt,bertscore_marianmt_pt,bartscore_marianmt_pt,bleu_marianmt_ft,meteor_marianmt_ft,bertscore_marianmt_ft,bartscore_marianmt_ft,bleu_mbart_pt,meteor_mbart_pt,bertscore_mbart_pt,bartscore_mbart_pt,bleu_mbart_ft,meteor_mbart_ft,bertscore_mbart_ft,bartscore_mbart_ft,bleu_google,meteor_google,bertscore_google,bartscore_google,bleu_chatgpt_p1,meteor_chatgpt_p1,bertscore_chatgpt_p1,bartscore_chatgpt_p1,bleu_chatgpt_p2,meteor_chatgpt_p2,bertscore_chatgpt_p2,bartscore_chatgpt_p2,bleu_maritaca_p1,meteor_maritaca_p1,bertscore_maritaca_p1,bartscore_maritaca_p1,bleu_maritaca_p2,meteor_maritaca_p2,bertscore_maritaca_p2,bartscore_maritaca_p2
177,0.0025740795061036,0.0730907899049491,0.5669549107551575,0.7980027,,,,,0.1697552130921755,0.2812559726962457,0.7577045559883118,0.9772147,,,,,0.179713772051839,0.2979554741270717,0.7631772756576538,0.9689204,,,,,0.4810783424825688,0.644068769672959,0.8663213849067688,0.9942149,0.4041811142761414,0.6060795303742331,0.8384705185890198,0.99122024,0.4064036888308446,0.5944731723275298,0.8555663824081421,0.9932875,0.3546182172524307,0.5475152823625181,0.8247058391571045,0.9928507,0.5966180334734638,0.7196319829829364,0.8681703805923462,0.98938036
178,0.0178990866178188,0.0973649984856313,0.5399476885795593,0.7914633,,,,,0.3362459832438188,0.5329010253270314,0.8465709090232849,0.9921098,,,,,0.1644426488676215,0.3706612988520478,0.7772083878517151,0.9776647,,,,,0.4833912754785561,0.6625277289913742,0.891548216342926,0.994651,0.408749156361062,0.6030029087450816,0.8803954124450684,0.99380946,0.3320064191612977,0.5295978370954889,0.8581963777542114,0.9909675,0.4089698966200301,0.5533491527605447,0.8549222350120544,0.9934069,0.3922739754233743,0.5582370224402641,0.8564106225967407,0.99304044
179,0.0116179732423486,0.0842696629213483,0.5207433104515076,0.75026584,,,,,0.1635838330847245,0.3092156323771949,0.7846753001213074,0.9796864,,,,,0.0638897431144545,0.1692050724431625,0.7400367856025696,0.9574626,,,,,0.485305044575529,0.6962570470451013,0.9069534540176392,0.9963053,0.4564477637339172,0.6433038812368664,0.8875085115432739,0.9952324,0.4095355405441082,0.6290107495562577,0.8795989155769348,0.9946333,0.3647508959422199,0.5597097068523629,0.8892654776573181,0.9945348,0.0070051489010829,0.1017219221218854,0.7423670291900635,0.96839994
180,0.1068235627542425,0.4048289749838646,0.6771199703216553,0.8702564,,,,,0.5763968311866045,0.7523244953719193,0.9351152777671814,0.9933732,,,,,0.2765114333364545,0.5051413302064426,0.8847068548202515,0.9866201,,,,,0.6923455775531917,0.8059231201793471,0.9545389413833618,0.99617296,0.6452143660994232,0.7603233895599055,0.9393234252929688,0.992522,0.6256337647812525,0.7539684159212778,0.924365222454071,0.9922389,0.5816205119849526,0.7445508815771206,0.9307254552841188,0.9931175,0.4183418411501688,0.6727045847924968,0.9030826687812804,0.99269253
181,0.1007325309104657,0.3460412341888009,0.6440491676330566,0.8847902,,,,,0.1490798513129781,0.4117502121891587,0.7793668508529663,0.96546733,,,,,0.2188821418280605,0.4560169295077432,0.8252068758010864,0.9828896,,,,,0.3689614465221935,0.6176668478830106,0.8893956542015076,0.9909686,0.4202538190050364,0.68418458781362,0.8649545311927795,0.9873297,0.3792501095392557,0.6545032448905422,0.8674616813659668,0.988801,0.3366595784980375,0.611450225603853,0.8463727235794067,0.98761225,0.3314816072783133,0.5880214545607074,0.850034773349762,0.9363568
182,8.549047207083748e-05,0.0004641448131817,0.4580184519290924,0.74916065,,,,,2.49151797984717e-06,0.0289937734683207,0.5105495452880859,0.72577256,,,,,1.0382225069293348e-07,0.0212017616221282,0.6761817336082458,0.86726624,,,,,0.5314221158175625,0.5365804500197955,0.8583911657333374,0.99417955,0.1206636970005299,0.1841518669563804,0.8529420495033264,0.99266773,0.1015437413762477,0.1727188811575881,0.8482886552810669,0.98918337,0.2105840707752383,0.2551871916410044,0.8472229242324829,0.99587303,1.0026567896226367e-13,0.0131692366631548,0.5921362042427063,0.6694778
183,0.0126190220935978,0.1535855130784708,0.5291126370429993,0.83044845,,,,,0.2118428448513385,0.4506135317653816,0.7789888381958008,0.9844748,,,,,0.1281642015556292,0.3883282218153561,0.7779827117919922,0.9785139,,,,,0.326144974311244,0.5765558331731694,0.8416625261306763,0.98252594,0.2541101555608154,0.5454842275486144,0.8327651023864746,0.9905176,0.2727181862957161,0.5093135339325258,0.7800949811935425,0.98354125,0.2169760979922378,0.5793016813760226,0.8093394041061401,0.98760664,0.2155680813327,0.4648999800379033,0.7365236282348633,0.97666967
184,0.0098611972962139,0.1582936652231882,0.553935170173645,0.8266859,,,,,0.0420546990860789,0.3323744769874476,0.775166392326355,0.9822154,,,,,0.0612453130564548,0.365525006503642,0.7707503437995911,0.98190707,,,,,0.1000862293442466,0.3732086806898881,0.8037204146385193,0.9827188,0.1295892114544469,0.4616339193381592,0.8019843101501465,0.9795637,0.1399572678600215,0.3675815171660048,0.8050381541252136,0.98427474,0.0550220602423358,0.4038897502450631,0.7925878763198853,0.9743637,0.0950240334393461,0.3509716872320515,0.7436487078666687,0.97186416
185,0.0388202526222446,0.1974287172632392,0.5879736542701721,0.9071851,,,,,0.2750821076691764,0.5027848960377965,0.8251594305038452,0.9882824,,,,,0.2082350740194408,0.4380856779361727,0.810390830039978,0.9827678,,,,,0.2111951168464699,0.4282670053981741,0.8269081711769104,0.9869188,0.2328384049122649,0.471433326206296,0.8058031797409058,0.9871381,0.2376661789573197,0.5310710403496945,0.802327573299408,0.9854474,0.1610288968313363,0.4418005561295602,0.809895396232605,0.9815125,0.1501406295587493,0.386055388222538,0.8136634826660156,0.97649646
186,0.0428599718328835,0.1916289984419781,0.5597354769706726,0.82458407,,,,,0.2532741748314378,0.4279994591762578,0.7719785571098328,0.9793553,,,,,0.2176088322780349,0.423239101187442,0.7777856588363647,0.97761226,,,,,0.357823894554117,0.5083580539404416,0.7843653559684753,0.98444426,0.2764764901724905,0.5137334689725331,0.7853108644485474,0.98322046,0.2726718123095532,0.5154696480261778,0.795026421546936,0.9841883,0.352902252498582,0.5756481859311613,0.8383647799491882,0.9845545,0.3022747464109666,0.4575097567982287,0.8479284048080444,0.98477083
