,bleu_openrnn_opus,bleu_marianmt_pt,bleu_mbart_pt,bleu_google,bleu_chatgpt_p1,bleu_chatgpt_p2,bleu_maritaca_p1,bleu_maritaca_p2
bleu_openrnn_opus,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bleu_marianmt_pt,0.0,1.0,2.2472267380280186e-09,0.0,0.0,2.3751065558741402e-09,0.00034950765278329854,0.9875943181058828
bleu_mbart_pt,0.0,2.2472267380280186e-09,1.0,0.0,0.0,0.0,0.0,4.3220982348657344e-12
bleu_google,0.0,0.0,0.0,1.0,0.665289680129183,8.222368071186814e-06,1.0971556996253184e-11,0.0
bleu_chatgpt_p1,0.0,0.0,0.0,0.665289680129183,1.0,0.015970082736274982,9.169120873675496e-07,0.0
bleu_chatgpt_p2,0.0,2.3751065558741402e-09,0.0,8.222368071186814e-06,0.015970082736274982,1.0,0.39322004803564836,5.690257508517149e-07
bleu_maritaca_p1,0.0,0.00034950765278329854,0.0,1.0971556996253184e-11,9.169120873675496e-07,0.39322004803564836,1.0,0.011988263372930463
bleu_maritaca_p2,0.0,0.9875943181058828,4.3220982348657344e-12,0.0,0.0,5.690257508517149e-07,0.011988263372930463,1.0
