model,average_rank
bertscore_chatgpt_p1,2.5033333333333334
bertscore_google,3.1433333333333335
bertscore_chatgpt_p2,3.243333333333333
bertscore_maritaca_p1,3.2533333333333334
bertscore_maritaca_p2,3.7133333333333334
bertscore_marianmt,5.316666666666666
bertscore_mbart,6.906666666666666
bertscore_openrnn,7.92
