model,average_rank
bertscore_chatgpt_p1,2.3333333333333335
bertscore_google,3.3
bertscore_maritaca_p1,3.6333333333333333
bertscore_chatgpt_p2,3.933333333333333
bertscore_maritaca_p2,4.1
bertscore_marianmt_pt,5.6
bertscore_mbart_pt,6.5
bertscore_mbart_ft,7.333333333333333
bertscore_marianmt_ft,8.366666666666667
bertscore_openrnn_ft,10.433333333333334
bertscore_openrnn_opus,10.466666666666667
