model,average_rank
bartscore_chatgpt_p1,3.0
bartscore_maritaca_p1,3.066666666666667
bartscore_chatgpt_p2,4.0
bartscore_google,4.1
bartscore_maritaca_p2,4.4
bartscore_mbart_pt,5.133333333333334
bartscore_marianmt_pt,5.7
bartscore_mbart_ft,7.833333333333333
bartscore_marianmt_ft,8.566666666666666
bartscore_openrnn_opus,9.9
bartscore_openrnn_ft,10.3
