model,average_rank
meteor_google,2.5
meteor_chatgpt_p1,2.8666666666666667
meteor_maritaca_p1,3.9
meteor_chatgpt_p2,4.4
meteor_maritaca_p2,4.766666666666667
meteor_mbart_ft,6.333333333333333
meteor_marianmt_pt,6.5
meteor_marianmt_ft,6.833333333333333
meteor_mbart_pt,7.133333333333334
meteor_openrnn_opus,9.966666666666667
meteor_openrnn_ft,10.8
