model,average_rank
bleu_chatgpt_p2,2.433333333333333
bleu_chatgpt_p1,2.566666666666667
bleu_maritaca_p2,3.3666666666666667
bleu_maritaca_p1,3.7
bleu_google,3.966666666666667
bleu_marianmt_pt,5.666666666666667
bleu_marianmt_ft,7.866666666666666
bleu_mbart_pt,8.466666666666667
bleu_mbart_ft,8.5
bleu_openrnn_opus,8.866666666666667
bleu_openrnn_ft,10.6
