model,average_rank
bartscore_chatgpt_p2,2.65
bartscore_chatgpt_p1,3.3833333333333333
bartscore_maritaca_p2,3.4
bartscore_maritaca_p1,4.0
bartscore_google,4.6
bartscore_marianmt_pt,5.133333333333334
bartscore_mbart_pt,6.766666666666667
bartscore_marianmt_ft,7.933333333333334
bartscore_mbart_ft,8.266666666666667
bartscore_openrnn_opus,9.766666666666667
bartscore_openrnn_ft,10.1
