model,average_rank
bertscore_google,3.4
bertscore_maritaca_p1,3.8666666666666667
bertscore_maritaca_p2,3.8666666666666667
bertscore_chatgpt_p1,3.9
bertscore_mbart_ft,5.633333333333334
bertscore_chatgpt_p2,5.633333333333334
bertscore_marianmt_pt,5.766666666666667
bertscore_mbart_pt,6.466666666666667
bertscore_marianmt_ft,6.566666666666666
bertscore_openrnn_opus,10.266666666666667
bertscore_openrnn_ft,10.633333333333333
