model,average_rank
chatgpt_p1,2.5033333333333334
google,3.1433333333333335
chatgpt_p2,3.243333333333333
maritaca_p1,3.2533333333333334
maritaca_p2,3.7133333333333334
marianmt_pt,5.316666666666666
mbart_pt,6.906666666666666
openrnn_opus,7.92
